id_venta,fecha,producto,categoria,cantidad,precio_unitario,descuento_pct,metodo_pago,cliente_frecuente,satisfaccion,total,opinion_usuario,año,mes,nombre_mes,año_mes
235,2023-02-03,Azúcar,abarrotes,9.0,39.2,6.8,tarjeta,si,3.0,328.8096,muy buena variedad de productos,2023,2,February,2023-02
236,2023-02-05,Pan,panadería,12.0,33.95,11.5,efectivo,no,3.0,360.55,buenos precios y productos frescos,2023,2,February,2023-02
237,2023-02-07,Atún,abarrotes,4.0,40.03,4.54,plin,no,3.0,152.85,muy buena variedad de productos,2023,2,February,2023-02
238,2023-02-09,Azúcar,abarrotes,4.0,10.89,13.24,tarjeta,si,3.0,37.79,faltaban varios productos básicos,2023,2,February,2023-02
239,2023-02-10,Aceite,abarrotes,7.0,24.61,17.67,tarjeta,no,4.0,141.83,había productos vencidos en el estante,2023,2,February,2023-02
240,2023-02-12,Atún,abarrotes,13.0,23.01,14.38,plin,si,3.0,394.02,la compra fue rápida y ordenada,2023,2,February,2023-02
241,2023-02-14,Leche,lácteos,4.0,12.19,2.33,yape,no,3.0,47.62,la compra fue rápida y ordenada,2023,2,February,2023-02
242,2023-02-15,Fideos,abarrotes,10.0,23.01,21.11,yape,no,2.0,91.04,buenos precios y productos frescos,2023,2,February,2023-02
244,2023-02-19,Atún,abarrotes,7.0,43.2,19.12,tarjeta,no,5.0,69.88,mala atención del personal,2023,2,February,2023-02
245,2023-02-20,Atún,abarrotes,10.0,32.39,9.01,yape,no,4.0,294.72,faltaban varios productos básicos,2023,2,February,2023-02
246,2023-02-22,Arroz,abarrotes,12.0,29.15,19.57,tarjeta,no,4.0,281.34,buenos precios y productos frescos,2023,2,February,2023-02
247,2023-02-24,Pan,panadería,9.0,23.01,5.16,efectivo,si,3.0,289.02,muy buena variedad de productos,2023,2,February,2023-02
248,2023-02-26,Azúcar,abarrotes,3.0,24.63,4.67,plin,si,5.0,70.44,la compra fue rápida y ordenada,2023,2,February,2023-02
249,2023-02-27,Pan,panadería,3.0,23.01,12.43,tarjeta,si,3.0,58.35,desconocido,2023,2,February,2023-02
250,2023-03-01,Arroz,abarrotes,6.0,21.05,0.82,yape,no,1.0,125.26,desconocido,2023,3,March,2023-03
251,2023-03-03,Leche,lácteos,8.0,29.36,5.63,tarjeta,no,4.0,221.66,muy buena variedad de productos,2023,3,March,2023-03
252,2023-03-04,Azúcar,abarrotes,8.0,10.27,18.1,yape,desconocido,4.0,67.29,la compra fue rápida y ordenada,2023,3,March,2023-03
253,2023-03-06,Leche,lácteos,4.0,40.13,20.93,plin,si,2.0,126.92,ofertas interesantes y personal amable,2023,3,March,2023-03
254,2023-03-08,Aceite,abarrotes,8.0,36.81,2.02,desconocido,no,3.0,288.53,había productos vencidos en el estante,2023,3,March,2023-03
255,2023-03-09,Atún,abarrotes,5.0,16.71,22.05,desconocido,no,5.0,65.12722500000001,mala atención del personal,2023,3,March,2023-03
256,2023-03-11,Desconocido,desconocido,10.0,26.67,0.0,yape,desconocido,3.0,213.52,excelente atención y encontré todo lo que necesitaba,2023,3,March,2023-03
257,2023-03-13,Atún,abarrotes,12.0,7.63,21.74,plin,no,3.0,71.65,buenos precios y productos frescos,2023,3,March,2023-03
258,2023-03-15,Leche,lácteos,10.0,43.8,17.46,desconocido,no,1.0,361.53,buenos precios y productos frescos,2023,3,March,2023-03
259,2023-03-16,Leche,lácteos,1.0,40.78,16.85,efectivo,desconocido,1.0,33.91,excelente atención y encontré todo lo que necesitaba,2023,3,March,2023-03
260,2023-03-18,Desconocido,desconocido,14.0,41.6,13.13,efectivo,no,2.0,505.93,los precios no coincidían con la etiqueta,2023,3,March,2023-03
261,2023-03-20,Pan,panadería,1.0,15.95,16.32,efectivo,no,2.0,13.35,buenos precios y productos frescos,2023,3,March,2023-03
262,2023-03-21,Leche,lácteos,14.0,8.86,22.98,efectivo,no,2.0,95.54,desconocido,2023,3,March,2023-03
264,2023-03-25,Desconocido,desconocido,8.0,5.42,7.89,plin,no,3.0,39.94,muy buena variedad de productos,2023,3,March,2023-03
265,2023-03-27,Detergente,limpieza,2.0,6.72,1.81,yape,si,4.0,13.2,buenos precios y productos frescos,2023,3,March,2023-03
267,2023-03-30,Azúcar,abarrotes,10.0,23.01,11.13,plin,si,3.0,396.0,desconocido,2023,3,March,2023-03
268,2023-04-01,Aceite,abarrotes,11.0,4.72,16.88,tarjeta,no,2.0,43.16,excelente atención y encontré todo lo que necesitaba,2023,4,April,2023-04
271,2023-04-06,Huevos,abarrotes,5.0,23.01,4.04,tarjeta,si,5.0,128.3,los precios no coincidían con la etiqueta,2023,4,April,2023-04
272,2023-04-07,Arroz,abarrotes,5.0,35.19,19.99,efectivo,si,1.0,140.78,excelente atención y encontré todo lo que necesitaba,2023,4,April,2023-04
273,2023-04-09,Desconocido,desconocido,5.0,28.94,22.19,yape,si,5.0,112.59107000000002,desconocido,2023,4,April,2023-04
276,2023-04-14,Azúcar,abarrotes,7.0,24.21,8.87,efectivo,no,3.0,132.38,desconocido,2023,4,April,2023-04
277,2023-04-16,Azúcar,abarrotes,3.0,32.5,16.21,tarjeta,no,3.0,81.7,excelente atención y encontré todo lo que necesitaba,2023,4,April,2023-04
278,2023-04-18,Pan,panadería,7.0,20.96,12.85,plin,no,1.0,18.27,ofertas interesantes y personal amable,2023,4,April,2023-04
279,2023-04-19,Arroz,abarrotes,6.0,23.01,6.49,yape,si,5.0,92.86,había productos vencidos en el estante,2023,4,April,2023-04
281,2023-04-23,Huevos,abarrotes,11.0,8.88,2.92,desconocido,no,3.0,94.83,desconocido,2023,4,April,2023-04
282,2023-04-25,Azúcar,abarrotes,5.0,36.15,2.58,tarjeta,desconocido,2.0,176.09,excelente atención y encontré todo lo que necesitaba,2023,4,April,2023-04
283,2023-04-26,Atún,abarrotes,5.0,12.84,15.94,yape,si,1.0,53.97,buenos precios y productos frescos,2023,4,April,2023-04
284,2023-04-28,Azúcar,abarrotes,12.0,23.01,8.79,efectivo,no,1.0,89.53,mala atención del personal,2023,4,April,2023-04
285,2023-04-30,Azúcar,abarrotes,10.0,12.22,5.42,efectivo,no,1.0,115.58,excelente atención y encontré todo lo que necesitaba,2023,4,April,2023-04
286,2023-05-01,Detergente,limpieza,12.0,38.13,17.3,plin,si,3.0,378.4,excelente atención y encontré todo lo que necesitaba,2023,5,May,2023-05
287,2023-05-03,Leche,lácteos,13.0,15.86,17.17,yape,si,3.0,170.78,mala atención del personal,2023,5,May,2023-05
288,2023-05-05,Fideos,abarrotes,12.0,31.34,13.48,efectivo,si,1.0,325.38,ofertas interesantes y personal amable,2023,5,May,2023-05
289,2023-05-06,Fideos,abarrotes,14.0,38.75,23.37,tarjeta,no,2.0,415.72,muy buena variedad de productos,2023,5,May,2023-05
290,2023-05-08,Azúcar,abarrotes,6.0,4.88,9.64,efectivo,si,2.0,26.46,la compra fue rápida y ordenada,2023,5,May,2023-05
291,2023-05-10,Gaseosa,bebidas,6.0,34.78,20.9,yape,si,3.0,165.07,había productos vencidos en el estante,2023,5,May,2023-05
292,2023-05-12,Huevos,abarrotes,5.0,14.88,1.88,plin,si,5.0,73.0,mucha cola para pagar,2023,5,May,2023-05
293,2023-05-13,Detergente,limpieza,4.0,10.92,18.5,tarjeta,si,4.0,35.6,excelente atención y encontré todo lo que necesitaba,2023,5,May,2023-05
294,2023-05-15,Aceite,abarrotes,11.0,31.47,24.71,tarjeta,si,5.0,260.63,excelente atención y encontré todo lo que necesitaba,2023,5,May,2023-05
295,2023-05-17,Fideos,abarrotes,11.0,23.01,21.16,efectivo,desconocido,1.0,356.26,la compra fue rápida y ordenada,2023,5,May,2023-05
296,2023-05-18,Fideos,abarrotes,12.0,14.33,14.49,tarjeta,no,2.0,147.04,mucha cola para pagar,2023,5,May,2023-05
297,2023-05-20,Gaseosa,bebidas,3.0,26.24,15.67,tarjeta,no,4.0,66.38,faltaban varios productos básicos,2023,5,May,2023-05
298,2023-05-22,Azúcar,abarrotes,7.0,14.11,8.83,desconocido,si,2.0,90.05,la compra fue rápida y ordenada,2023,5,May,2023-05
299,2023-05-24,Huevos,abarrotes,4.0,25.61,16.99,tarjeta,si,5.0,85.04,ofertas interesantes y personal amable,2023,5,May,2023-05
300,2023-05-25,Arroz,abarrotes,13.0,28.55,19.26,plin,si,3.0,299.67,ofertas interesantes y personal amable,2023,5,May,2023-05
301,2023-05-27,Aceite,abarrotes,4.0,28.05,24.96,plin,no,2.0,84.19,excelente atención y encontré todo lo que necesitaba,2023,5,May,2023-05
302,2023-05-29,Gaseosa,bebidas,3.0,28.62,12.31,tarjeta,si,5.0,75.29,desconocido,2023,5,May,2023-05
303,2023-05-30,Arroz,abarrotes,8.0,7.38,1.53,plin,si,3.0,58.14,ofertas interesantes y personal amable,2023,5,May,2023-05
304,2023-06-01,Gaseosa,bebidas,13.0,31.67,14.9,efectivo,no,5.0,350.37,excelente atención y encontré todo lo que necesitaba,2023,6,June,2023-06
306,2023-06-04,Leche,lácteos,2.0,31.19,6.12,tarjeta,si,1.0,58.56,desconocido,2023,6,June,2023-06
307,2023-06-06,Aceite,abarrotes,5.0,4.72,8.22,yape,si,4.0,21.66,faltaban varios productos básicos,2023,6,June,2023-06
308,2023-06-08,Fideos,abarrotes,3.0,20.94,18.28,efectivo,si,1.0,51.34,la compra fue rápida y ordenada,2023,6,June,2023-06
309,2023-06-10,Aceite,abarrotes,5.0,19.29,0.0,plin,no,4.0,92.01,desconocido,2023,6,June,2023-06
310,2023-06-11,Leche,lácteos,8.0,5.27,4.14,tarjeta,no,3.0,40.41,excelente atención y encontré todo lo que necesitaba,2023,6,June,2023-06
311,2023-06-13,Atún,abarrotes,4.0,23.01,1.12,plin,si,3.0,44.18,desconocido,2023,6,June,2023-06
312,2023-06-15,Atún,abarrotes,1.0,20.68,21.83,efectivo,si,5.0,16.17,la compra fue rápida y ordenada,2023,6,June,2023-06
313,2023-06-16,Leche,lácteos,8.0,33.82,17.34,yape,desconocido,3.0,223.64,desconocido,2023,6,June,2023-06
314,2023-06-18,Huevos,abarrotes,1.0,11.81,1.0,efectivo,no,5.0,11.69,excelente atención y encontré todo lo que necesitaba,2023,6,June,2023-06
315,2023-06-20,Huevos,abarrotes,4.0,37.59,0.71,plin,si,1.0,149.29,la compra fue rápida y ordenada,2023,6,June,2023-06
316,2023-06-21,Atún,abarrotes,1.0,25.24,13.97,tarjeta,si,1.0,21.71,los precios no coincidían con la etiqueta,2023,6,June,2023-06
318,2023-06-25,Pan,panadería,7.0,22.06,0.0,plin,si,3.0,131.38,ofertas interesantes y personal amable,2023,6,June,2023-06
319,2023-06-27,Detergente,limpieza,12.0,23.21,10.87,yape,si,3.0,248.24,muy buena variedad de productos,2023,6,June,2023-06
320,2023-06-28,Pan,panadería,11.0,28.46,0.0,efectivo,desconocido,1.0,240.81,mala atención del personal,2023,6,June,2023-06
321,2023-06-30,Desconocido,desconocido,2.0,23.01,7.2,efectivo,no,2.0,77.71,desconocido,2023,6,June,2023-06
322,2023-07-02,Desconocido,desconocido,1.0,22.89,16.98,efectivo,desconocido,4.0,19.0,excelente atención y encontré todo lo que necesitaba,2023,7,July,2023-07
323,2023-07-03,Atún,abarrotes,5.0,24.5,1.35,plin,no,5.0,120.85,ofertas interesantes y personal amable,2023,7,July,2023-07
325,2023-07-07,Detergente,limpieza,11.0,33.58,24.52,tarjeta,no,3.0,278.81,ofertas interesantes y personal amable,2023,7,July,2023-07
326,2023-07-09,Huevos,abarrotes,12.0,23.01,18.48,plin,no,3.0,45.29,muy buena variedad de productos,2023,7,July,2023-07
327,2023-07-10,Huevos,abarrotes,5.0,23.93,11.63,efectivo,si,1.0,105.73,faltaban varios productos básicos,2023,7,July,2023-07
328,2023-07-12,Arroz,abarrotes,7.0,22.45,0.0,yape,si,3.0,63.65,mucha cola para pagar,2023,7,July,2023-07
329,2023-07-14,Leche,lácteos,7.0,41.59,20.31,tarjeta,si,3.0,33.14,mucha cola para pagar,2023,7,July,2023-07
330,2023-07-15,Fideos,abarrotes,3.0,22.97,18.41,efectivo,no,3.0,56.22,la compra fue rápida y ordenada,2023,7,July,2023-07
331,2023-07-17,Fideos,abarrotes,1.0,21.87,5.55,tarjeta,si,1.0,20.66,mala atención del personal,2023,7,July,2023-07
332,2023-07-19,Aceite,abarrotes,7.0,43.36,11.28,tarjeta,si,3.0,500.1,mala atención del personal,2023,7,July,2023-07
333,2023-07-20,Aceite,abarrotes,4.0,21.1,11.57,tarjeta,no,4.0,74.63492000000001,la compra fue rápida y ordenada,2023,7,July,2023-07
334,2023-07-22,Gaseosa,bebidas,12.0,23.01,20.66,efectivo,si,3.0,89.21,buenos precios y productos frescos,2023,7,July,2023-07
335,2023-07-24,Azúcar,abarrotes,8.0,10.94,17.1,tarjeta,no,5.0,72.55,faltaban varios productos básicos,2023,7,July,2023-07
336,2023-07-26,Gaseosa,bebidas,8.0,5.64,0.0,efectivo,si,2.0,45.12,había productos vencidos en el estante,2023,7,July,2023-07
337,2023-07-27,Detergente,limpieza,7.0,1.52,16.25,plin,si,2.0,8.91,faltaban varios productos básicos,2023,7,July,2023-07
338,2023-07-29,Aceite,abarrotes,12.0,20.29,6.76,tarjeta,no,5.0,227.02,los precios no coincidían con la etiqueta,2023,7,July,2023-07
339,2023-07-31,Huevos,abarrotes,1.0,34.96,9.29,efectivo,no,4.0,31.71,la compra fue rápida y ordenada,2023,7,July,2023-07
340,2023-08-01,Detergente,limpieza,2.0,33.41,1.14,yape,desconocido,2.0,66.06,muy buena variedad de productos,2023,8,August,2023-08
341,2023-08-03,Atún,abarrotes,7.0,2.9,19.67,plin,no,4.0,13.98,buenos precios y productos frescos,2023,8,August,2023-08
343,2023-08-07,Atún,abarrotes,8.0,23.01,10.96,plin,si,3.0,58.48,había productos vencidos en el estante,2023,8,August,2023-08
344,2023-08-08,Desconocido,desconocido,7.0,42.44,6.13,yape,desconocido,2.0,438.22,había productos vencidos en el estante,2023,8,August,2023-08
345,2023-08-10,Detergente,limpieza,9.0,23.01,5.24,yape,si,5.0,74.88,mala atención del personal,2023,8,August,2023-08
346,2023-08-12,Huevos,abarrotes,4.0,28.76,14.7,tarjeta,no,1.0,98.13,buenos precios y productos frescos,2023,8,August,2023-08
347,2023-08-13,Detergente,limpieza,5.0,15.69,5.81,efectivo,si,3.0,73.89,los precios no coincidían con la etiqueta,2023,8,August,2023-08
348,2023-08-15,Detergente,limpieza,11.0,29.41,0.0,tarjeta,si,2.0,318.3,muy buena variedad de productos,2023,8,August,2023-08
349,2023-08-17,Leche,lácteos,3.0,19.43,19.19,plin,no,1.0,47.1,desconocido,2023,8,August,2023-08
350,2023-08-18,Leche,lácteos,7.0,23.01,9.41,plin,no,4.0,250.32,desconocido,2023,8,August,2023-08
351,2023-08-20,Desconocido,desconocido,7.0,11.53,0.0,plin,si,3.0,83.47,la compra fue rápida y ordenada,2023,8,August,2023-08
352,2023-08-22,Arroz,abarrotes,11.0,40.9,10.78,plin,no,1.0,401.4,desconocido,2023,8,August,2023-08
353,2023-08-24,Huevos,abarrotes,11.0,23.26,0.0,tarjeta,si,1.0,203.72,los precios no coincidían con la etiqueta,2023,8,August,2023-08
354,2023-08-25,Azúcar,abarrotes,7.0,34.39,8.02,tarjeta,no,1.0,221.42,buenos precios y productos frescos,2023,8,August,2023-08
355,2023-08-27,Detergente,limpieza,5.0,38.46,18.95,plin,no,3.0,155.86,los precios no coincidían con la etiqueta,2023,8,August,2023-08
356,2023-08-29,Detergente,limpieza,6.0,44.95,0.0,yape,no,3.0,206.35,buenos precios y productos frescos,2023,8,August,2023-08
357,2023-08-30,Leche,lácteos,6.0,11.24,0.0,tarjeta,no,4.0,67.44,desconocido,2023,8,August,2023-08
358,2023-09-01,Gaseosa,bebidas,4.0,13.98,10.79,tarjeta,no,1.0,49.89,buenos precios y productos frescos,2023,9,September,2023-09
359,2023-09-03,Arroz,abarrotes,9.0,12.39,18.69,plin,no,4.0,90.67,ofertas interesantes y personal amable,2023,9,September,2023-09
360,2023-09-04,Pan,panadería,3.0,12.93,11.45,efectivo,no,5.0,34.35,mala atención del personal,2023,9,September,2023-09
361,2023-09-06,Gaseosa,bebidas,10.0,26.84,10.36,desconocido,si,4.0,240.59376,excelente atención y encontré todo lo que necesitaba,2023,9,September,2023-09
362,2023-09-08,Gaseosa,bebidas,11.0,44.72,13.13,yape,desconocido,5.0,427.33,faltaban varios productos básicos,2023,9,September,2023-09
363,2023-09-10,Huevos,abarrotes,14.0,44.58,7.94,efectivo,no,5.0,574.56,buenos precios y productos frescos,2023,9,September,2023-09
364,2023-09-11,Gaseosa,bebidas,2.0,24.41,2.61,efectivo,si,1.0,47.55,excelente atención y encontré todo lo que necesitaba,2023,9,September,2023-09
365,2023-09-13,Leche,lácteos,11.0,29.3,10.37,plin,no,2.0,288.88,la compra fue rápida y ordenada,2023,9,September,2023-09
366,2023-09-15,Fideos,abarrotes,2.0,38.91,3.1,tarjeta,no,4.0,75.41,excelente atención y encontré todo lo que necesitaba,2023,9,September,2023-09
367,2023-09-16,Azúcar,abarrotes,5.0,42.08,10.26,yape,si,2.0,188.81,desconocido,2023,9,September,2023-09
368,2023-09-18,Aceite,abarrotes,3.0,23.01,13.92,tarjeta,si,4.0,26.78,excelente atención y encontré todo lo que necesitaba,2023,9,September,2023-09
369,2023-09-20,Arroz,abarrotes,3.0,24.49,23.27,efectivo,si,4.0,56.37,excelente atención y encontré todo lo que necesitaba,2023,9,September,2023-09
370,2023-09-22,Pan,panadería,3.0,37.73,0.91,efectivo,no,5.0,112.16,muy buena variedad de productos,2023,9,September,2023-09
371,2023-09-23,Aceite,abarrotes,1.0,14.69,15.54,plin,desconocido,2.0,12.41,la compra fue rápida y ordenada,2023,9,September,2023-09
374,2023-09-28,Aceite,abarrotes,6.0,44.35,6.24,desconocido,si,2.0,249.5,buenos precios y productos frescos,2023,9,September,2023-09
375,2023-09-30,Gaseosa,bebidas,10.0,40.92,0.0,tarjeta,no,2.0,397.09,ofertas interesantes y personal amable,2023,9,September,2023-09
376,2023-10-02,Arroz,abarrotes,14.0,36.23,5.42,plin,si,3.0,479.73,muy buena variedad de productos,2023,10,October,2023-10
377,2023-10-03,Pan,panadería,12.0,13.21,6.86,yape,si,3.0,147.65,buenos precios y productos frescos,2023,10,October,2023-10
378,2023-10-05,Pan,panadería,2.0,15.46,10.03,yape,si,5.0,27.818724,los precios no coincidían con la etiqueta,2023,10,October,2023-10
379,2023-10-07,Aceite,abarrotes,14.0,25.31,13.23,tarjeta,no,4.0,307.46,buenos precios y productos frescos,2023,10,October,2023-10
380,2023-10-09,Huevos,abarrotes,10.0,23.01,0.02,tarjeta,si,4.0,258.85,mucha cola para pagar,2023,10,October,2023-10
381,2023-10-10,Arroz,abarrotes,3.0,23.49,4.05,yape,si,1.0,67.62,faltaban varios productos básicos,2023,10,October,2023-10
382,2023-10-12,Detergente,limpieza,7.0,29.2,2.34,efectivo,si,3.0,199.62,desconocido,2023,10,October,2023-10
383,2023-10-14,Detergente,limpieza,13.0,23.01,13.74,efectivo,si,4.0,215.98,desconocido,2023,10,October,2023-10
384,2023-10-15,Huevos,abarrotes,6.0,34.09,8.23,yape,desconocido,2.0,187.71,la compra fue rápida y ordenada,2023,10,October,2023-10
385,2023-10-17,Arroz,abarrotes,3.0,16.01,13.71,yape,no,3.0,41.45,la compra fue rápida y ordenada,2023,10,October,2023-10
386,2023-10-19,Leche,lácteos,13.0,15.88,5.55,efectivo,no,4.0,194.98,excelente atención y encontré todo lo que necesitaba,2023,10,October,2023-10
387,2023-10-21,Arroz,abarrotes,14.0,7.03,0.61,plin,no,4.0,97.82,ofertas interesantes y personal amable,2023,10,October,2023-10
388,2023-10-22,Gaseosa,bebidas,14.0,9.71,23.53,yape,no,5.0,103.95,excelente atención y encontré todo lo que necesitaba,2023,10,October,2023-10
389,2023-10-24,Desconocido,desconocido,14.0,38.5,2.71,efectivo,no,3.0,524.39,excelente atención y encontré todo lo que necesitaba,2023,10,October,2023-10
390,2023-10-26,Leche,lácteos,7.0,20.91,3.17,plin,si,3.0,263.21,buenos precios y productos frescos,2023,10,October,2023-10
391,2023-10-27,Pan,panadería,7.0,11.41,3.66,plin,no,2.0,76.95,desconocido,2023,10,October,2023-10
392,2023-10-29,Desconocido,desconocido,3.0,34.53,24.53,tarjeta,no,4.0,78.18,desconocido,2023,10,October,2023-10
393,2023-10-31,Aceite,abarrotes,9.0,25.6,15.44,tarjeta,no,3.0,194.83,faltaban varios productos básicos,2023,10,October,2023-10
394,2023-11-01,Fideos,abarrotes,4.0,2.42,15.26,desconocido,si,3.0,8.2,faltaban varios productos básicos,2023,11,November,2023-11
395,2023-11-03,Pan,panadería,7.0,15.26,24.67,yape,si,1.0,80.47,los precios no coincidían con la etiqueta,2023,11,November,2023-11
396,2023-11-05,Gaseosa,bebidas,10.0,9.2,2.21,efectivo,no,3.0,89.97,la compra fue rápida y ordenada,2023,11,November,2023-11
397,2023-11-07,Arroz,abarrotes,14.0,23.01,24.36,tarjeta,no,2.0,243.666696,ofertas interesantes y personal amable,2023,11,November,2023-11
398,2023-11-08,Leche,lácteos,5.0,13.46,5.1,efectivo,si,3.0,63.87,buenos precios y productos frescos,2023,11,November,2023-11
399,2023-11-10,Huevos,abarrotes,4.0,4.33,15.58,efectivo,no,5.0,14.62,muy buena variedad de productos,2023,11,November,2023-11
401,2023-11-13,Detergente,limpieza,1.0,26.81,9.6,yape,no,3.0,24.24,excelente atención y encontré todo lo que necesitaba,2023,11,November,2023-11
402,2023-11-15,Pan,panadería,8.0,2.44,23.28,plin,si,5.0,14.98,los precios no coincidían con la etiqueta,2023,11,November,2023-11
404,2023-11-18,Detergente,limpieza,8.0,8.26,24.93,efectivo,no,3.0,49.61,la compra fue rápida y ordenada,2023,11,November,2023-11
405,2023-11-20,Azúcar,abarrotes,6.0,27.89,9.48,tarjeta,no,4.0,151.48,buenos precios y productos frescos,2023,11,November,2023-11
406,2023-11-22,Desconocido,desconocido,12.0,20.84,16.22,yape,si,2.0,209.52,muy buena variedad de productos,2023,11,November,2023-11
407,2023-11-24,Azúcar,abarrotes,6.0,20.76,24.2,plin,si,5.0,94.42,muy buena variedad de productos,2023,11,November,2023-11
408,2023-11-25,Leche,lácteos,10.0,4.62,1.44,yape,no,2.0,45.53,había productos vencidos en el estante,2023,11,November,2023-11
409,2023-11-27,Detergente,limpieza,7.0,36.42,23.07,yape,si,2.0,196.13,muy buena variedad de productos,2023,11,November,2023-11
410,2023-11-29,Arroz,abarrotes,1.0,40.35,14.2,efectivo,no,1.0,34.62,sin comentario,2023,11,November,2023-11
412,2023-12-02,Huevos,abarrotes,1.0,23.01,3.73,efectivo,no,3.0,8.92,la compra fue rápida y ordenada,2023,12,December,2023-12
413,2023-12-04,Huevos,abarrotes,14.0,23.01,13.33,yape,si,5.0,495.3,ofertas interesantes y personal amable,2023,12,December,2023-12
414,2023-12-06,Leche,lácteos,9.0,25.4,0.0,tarjeta,si,1.0,190.1,muy buena variedad de productos,2023,12,December,2023-12
415,2023-12-07,Arroz,abarrotes,6.0,8.03,0.0,efectivo,no,3.0,42.68,buenos precios y productos frescos,2023,12,December,2023-12
416,2023-12-09,Atún,abarrotes,7.0,10.32,3.87,yape,si,3.0,69.44,excelente atención y encontré todo lo que necesitaba,2023,12,December,2023-12
418,2023-12-12,Leche,lácteos,4.0,33.03,21.36,desconocido,si,1.0,103.9,muy buena variedad de productos,2023,12,December,2023-12
419,2023-12-14,Huevos,abarrotes,5.0,23.01,0.86,plin,no,1.0,136.71,excelente atención y encontré todo lo que necesitaba,2023,12,December,2023-12
420,2023-12-16,Fideos,abarrotes,6.0,42.96,17.72,yape,si,2.0,212.084928,buenos precios y productos frescos,2023,12,December,2023-12
421,2023-12-17,Detergente,limpieza,7.0,22.99,24.98,yape,no,3.0,68.99,desconocido,2023,12,December,2023-12
422,2023-12-19,Atún,abarrotes,7.0,14.56,0.19,plin,no,4.0,159.86,ofertas interesantes y personal amable,2023,12,December,2023-12
423,2023-12-21,Pan,panadería,2.0,22.26,4.03,efectivo,si,3.0,42.73,muy buena variedad de productos,2023,12,December,2023-12
425,2023-12-24,Azúcar,abarrotes,5.0,11.26,1.5,plin,si,2.0,55.46,ofertas interesantes y personal amable,2023,12,December,2023-12
427,2023-12-28,Gaseosa,bebidas,3.0,16.82,17.1,yape,si,3.0,41.83,excelente atención y encontré todo lo que necesitaba,2023,12,December,2023-12
428,2023-12-29,Gaseosa,bebidas,6.0,23.01,14.7,plin,si,5.0,166.08,muy buena variedad de productos,2023,12,December,2023-12
429,2023-12-31,Arroz,abarrotes,11.0,2.3,9.13,plin,no,3.0,22.99011,la compra fue rápida y ordenada,2023,12,December,2023-12
430,2024-01-02,Pan,panadería,7.0,20.6,17.43,plin,no,3.0,68.04,faltaban varios productos básicos,2024,1,January,2024-01
431,2024-01-04,Arroz,abarrotes,2.0,23.01,14.86,plin,si,1.0,50.25,mala atención del personal,2024,1,January,2024-01
432,2024-01-05,Pan,panadería,8.0,28.05,0.0,plin,si,1.0,212.75,excelente atención y encontré todo lo que necesitaba,2024,1,January,2024-01
433,2024-01-07,Gaseosa,bebidas,3.0,35.28,14.08,tarjeta,si,5.0,90.94,los precios no coincidían con la etiqueta,2024,1,January,2024-01
434,2024-01-09,Leche,lácteos,5.0,36.76,22.05,yape,no,2.0,143.27,excelente atención y encontré todo lo que necesitaba,2024,1,January,2024-01
435,2024-01-10,Desconocido,desconocido,7.0,32.46,16.67,tarjeta,si,3.0,189.34,mala atención del personal,2024,1,January,2024-01
436,2024-01-12,Leche,lácteos,8.0,5.97,11.79,plin,si,3.0,42.13,buenos precios y productos frescos,2024,1,January,2024-01
437,2024-01-14,Fideos,abarrotes,9.0,22.16,8.04,plin,si,1.0,183.41,mucha cola para pagar,2024,1,January,2024-01
438,2024-01-15,Detergente,limpieza,10.0,27.75,2.15,desconocido,no,3.0,271.53,muy buena variedad de productos,2024,1,January,2024-01
439,2024-01-17,Arroz,abarrotes,12.0,12.18,6.12,yape,si,2.0,137.22,ofertas interesantes y personal amable,2024,1,January,2024-01
440,2024-01-19,Aceite,abarrotes,1.0,3.35,0.28,tarjeta,no,1.0,3.34062,buenos precios y productos frescos,2024,1,January,2024-01
441,2024-01-21,Detergente,limpieza,6.0,11.23,24.67,efectivo,si,3.0,50.76,muy buena variedad de productos,2024,1,January,2024-01
442,2024-01-22,Aceite,abarrotes,1.0,21.29,5.56,yape,si,3.0,20.11,muy buena variedad de productos,2024,1,January,2024-01
443,2024-01-24,Leche,lácteos,1.0,19.51,20.37,yape,si,1.0,15.54,la compra fue rápida y ordenada,2024,1,January,2024-01
444,2024-01-26,Azúcar,abarrotes,3.0,9.19,0.0,yape,si,3.0,26.41,mala atención del personal,2024,1,January,2024-01
445,2024-01-27,Desconocido,desconocido,9.0,37.36,7.09,yape,no,4.0,312.4,la compra fue rápida y ordenada,2024,1,January,2024-01
446,2024-01-29,Atún,abarrotes,13.0,23.01,0.0,plin,si,2.0,486.21,desconocido,2024,1,January,2024-01
447,2024-01-31,Aceite,abarrotes,11.0,10.26,8.11,efectivo,si,5.0,103.71,mala atención del personal,2024,1,January,2024-01
448,2024-02-02,Detergente,limpieza,10.0,41.94,19.96,tarjeta,si,4.0,335.69,muy buena variedad de productos,2024,2,February,2024-02
449,2024-02-03,Fideos,abarrotes,11.0,23.01,23.94,yape,no,4.0,19.08,muy buena variedad de productos,2024,2,February,2024-02
450,2024-02-05,Huevos,abarrotes,3.0,41.74,21.88,plin,si,1.0,97.82,la compra fue rápida y ordenada,2024,2,February,2024-02
452,2024-02-08,Detergente,limpieza,13.0,23.01,19.42,plin,no,2.0,21.16,excelente atención y encontré todo lo que necesitaba,2024,2,February,2024-02
