id_venta,fecha,producto,categoria,cantidad,precio_unitario,descuento_pct,metodo_pago,cliente_frecuente,satisfaccion,total,opinion_usuario
231.0,2023-01-28,Azúcar,panaderia,9.0,42.61,0.07,yape,si,3.0,383.22,Ofertas interesantes y personal amable
232.0,2023-01-29,Gaseosa,bebidas,1.0,3.71,7.47,yape,si,2.0,3.43,Excelente atención y encontré todo lo que necesitaba
233.0,2023-01-31,Arroz,panaderia,14.0,34.11,,tarjeta,no,3.0,411.26,Muy buena variedad de productos
234.0,2023-02-02,Pan,bebidas,2.0,12.71,8.35,tarjeta,no,1.0,23.3,Los precios no coincidían con la etiqueta
235.0,2023-02-03,Azúcar,bebidas,9.0,39.2,6.8,tarjeta,si,3.0,,Muy buena variedad de productos
236.0,2023-02-05,Pan,lacteos,12.0,33.95,11.5,efectivo,no,3.0,360.55,Buenos precios y productos frescos
237.0,2023-02-07,Atún,abarrotes,4.0,40.03,4.54,plin,no,3.0,152.85,Muy buena variedad de productos
238.0,2023-02-09,Azúcar,abarrotes,4.0,10.89,13.24,tarjeta,si,3.0,37.79,Faltaban varios productos básicos
239.0,2023-02-10,Aceite,lacteos,7.0,24.61,17.67,tarjeta,no,4.0,141.83,Había productos vencidos en el estante
240.0,2023-02-12,Atún,abarrotes,13.0,-35.4,14.38,plin,si,,394.02,La compra fue rápida y ordenada
241.0,2023-02-14,Leche,,4.0,12.19,2.33,yape,no,,47.62,La compra fue rápida y ordenada
242.0,2023-02-15,Fideos,bebidas,10.0,,21.11,yape,no,2.0,91.04,Buenos precios y productos frescos
243.0,,Arroz,panaderia,,2.68,4.37,efectivo,no,"4,00",17.94,Excelente atención y encontré todo lo que necesitaba
244.0,2023-02-19,Atún,limpieza,-2.0,43.2,19.12,tarjeta,no,5.0,69.88,Mala atención del personal
245.0,2023-02-20,Atún,panaderia,10.0,32.39,9.01,yape,no,4.0,294.72,Faltaban varios productos básicos
246.0,2023-02-22,Arroz,panaderia,"12,00",29.15,19.57,tarjeta,no,4.0,281.34,Buenos precios y productos frescos
247.0,2023-02-24,Pan,panaderia,9.0,,5.16,efectivo,si,-5.0,289.02,Muy buena variedad de productos
248.0,2023-02-26,Azúcar,limpieza,3.0,24.63,4.67,plin,si,5.0,70.44,La compra fue rápida y ordenada
249.0,2023-02-27,Pan,lacteos,"3,00",,12.43,tarjeta,si,,58.35,
250.0,2023-03-01,Arroz,,6.0,21.05,0.82,yape,no,1.0,125.26,
251.0,2023-03-03,Leche,lacteos,8.0,29.36,5.63,tarjeta,no,4.0,221.66,Muy buena variedad de productos
252.0,2023-03-04,Azúcar,limpieza,8.0,10.27,18.1,yape,,4.0,67.29,La compra fue rápida y ordenada
253.0,2023-03-06,Leche,abarrotes,4.0,40.13,20.93,plin,si,2.0,126.92,Ofertas interesantes y personal amable
254.0,2023-03-08,Aceite,bebidas,8.0,36.81,2.02,,no,,288.53,Había productos vencidos en el estante
255.0,2023-03-09,Atún,bebidas,5.0,16.71,22.05,,no,5.0,-65.13, MALA ATENCIÓN DEL PERSONAL 
256.0,2023-03-11,,abarrotes,10.0,26.67,,yape,,-2.0,213.52,Excelente atención y encontré todo lo que necesitaba
257.0,2023-03-13,Atún,lacteos,12.0,7.63,21.74,plin,no,,71.65,Buenos precios y productos frescos
258.0,2023-03-15,Leche,limpieza,10.0,43.8,17.46,,no,1.0,361.53,Buenos precios y productos frescos
259.0,2023-03-16,Leche,limpieza,1.0,40.78,16.85,efectivo,,1.0,33.91,Excelente atención y encontré todo lo que necesitaba
260.0,2023-03-18,,panaderia,14.0,41.6,13.13,efectivo,no,2.0,"505,93",Los precios no coincidían con la etiqueta
261.0,2023-03-20,Pan,lacteos,1.0,15.95,16.32,efectivo,no,2.0,13.35,Buenos precios y productos frescos
262.0,2023-03-21,Leche,panaderia,14.0,8.86,22.98,efectivo,no,2.0,95.54,
263.0,,Huevos,limpieza,1.0,10.71,2.51,plin,no,1.0,10.44,mala atención del personal
264.0,2023-03-25,,panaderia,8.0,5.42,7.89,plin,no,3.0,39.94,Muy buena variedad de productos
265.0,2023-03-27,Detergente,lacteos,2.0,6.72,1.81,yape,si,4.0,13.2,Buenos precios y productos frescos
,2023-03-28,,abarrotes,2.0,4.6,23.62,yape,si,2.0,,Muy buena variedad de productos
267.0,2023-03-30,Azúcar,abarrotes,10.0,-44.56,11.13,plin,si,3.0,396.0,
268.0,2023-04-01,Aceite,lacteos,11.0,4.72,16.88,tarjeta,no,2.0,43.16,Excelente atención y encontré todo lo que necesitaba
269.0,,Atún,panaderia,2.0,7.27,,,si,4.0,,La compra fue rápida y ordenada
270.0,,Fideos,abarrotes,14.0,37.49,24.78,yape,no,4.0,394.8,Buenos precios y productos frescos
271.0,2023-04-06,Huevos,lacteos,5.0,-26.74,4.04,tarjeta,si,"5,00",128.3,los precios no coincidían con la etiqueta
272.0,2023-04-07,Arroz,abarrotes,5.0,35.19,19.99,efectivo,si,1.0,140.78,Excelente atención y encontré todo lo que necesitaba
273.0,2023-04-09,,panaderia,5.0,28.94,22.19,yape,si,5.0,-112.59,
274.0,,Detergente,bebidas,7.0,39.87,1.22,plin,no,2.0,275.69,Ofertas interesantes y personal amable
275.0,,Azúcar,bebidas,3.0,29.27,18.85,efectivo,si,1.0,"71,26",Muy buena variedad de productos
276.0,2023-04-14,Azúcar,bebidas,,24.21,8.87,efectivo,no,-4.0,132.38,
277.0,2023-04-16,Azúcar,bebidas,3.0,32.5,16.21,tarjeta,no,-1.0,81.7,Excelente atención y encontré todo lo que necesitaba
278.0,2023-04-18,Pan,bebidas,,20.96,12.85,plin,no,1.0,18.27,Ofertas interesantes y personal amable
279.0,2023-04-19,Arroz,abarrotes,6.0,,6.49,yape,si,5.0,92.86,había productos vencidos en el estante
280.0,,Arroz,panaderia,10.0,21.84,3.38,yape,no,2.0,211.02,Excelente atención y encontré todo lo que necesitaba
281.0,2023-04-23,Huevos,bebidas,11.0,8.88,2.92,,no,3.0,94.83,
282.0,2023-04-25,Azúcar,bebidas,5.0,36.15,2.58,tarjeta,,2.0,176.09,Excelente atención y encontré todo lo que necesitaba
283.0,2023-04-26,Atún,lacteos,5.0,12.84,15.94,yape,si,1.0,53.97,Buenos precios y productos frescos
284.0,2023-04-28,Azúcar,panaderia,12.0,-8.18,"8,79",efectivo,no,1.0,89.53,Mala atención del personal
285.0,2023-04-30,Azúcar,lacteos,10.0,12.22,5.42,efectivo,no,1.0,115.58,Excelente atención y encontré todo lo que necesitaba
286.0,2023-05-01,Detergente,abarrotes,12.0,38.13,17.3,plin,si,3.0,378.4,Excelente atención y encontré todo lo que necesitaba
287.0,2023-05-03,Leche,panaderia,13.0,15.86,17.17,yape,si,3.0,170.78,Mala atención del personal
288.0,2023-05-05,Fideos,lacteos,12.0,31.34,13.48,efectivo,si,1.0,325.38,Ofertas interesantes y personal amable
289.0,2023-05-06,Fideos,abarrotes,14.0,38.75,23.37,tarjeta,no,2.0,415.72,Muy buena variedad de productos
290.0,2023-05-08,Azúcar,bebidas,6.0,4.88,9.64,efectivo,si,2.0,26.46,La compra fue rápida y ordenada
291.0,2023-05-10,Gaseosa,lacteos,6.0,34.78,20.9,yape,si,3.0,165.07,Había productos vencidos en el estante
292.0,2023-05-12,Huevos,panaderia,5.0,14.88,1.88,plin,si,5.0,73.0,Mucha cola para pagar
293.0,2023-05-13,Detergente,limpieza,4.0,10.92,18.5,tarjeta,si,4.0,35.6,Excelente atención y encontré todo lo que necesitaba
294.0,2023-05-15,Aceite,,11.0,31.47,24.71,tarjeta,si,5.0,260.63,Excelente atención y encontré todo lo que necesitaba
295.0,2023-05-17,Fideos,panaderia,11.0,-41.08,21.16,efectivo,,1.0,356.26,La compra fue rápida y ordenada
296.0,2023-05-18,Fideos,limpieza,12.0,14.33,14.49,tarjeta,no,2.0,147.04,Mucha cola para pagar
297.0,2023-05-20,Gaseosa,lacteos,3.0,26.24,15.67,tarjeta,no,4.0,66.38,Faltaban varios productos básicos
298.0,2023-05-22,Azúcar,bebidas,7.0,14.11,8.83,,si,2.0,90.05,La compra fue rápida y ordenada
299.0,2023-05-24,Huevos,,4.0,25.61,16.99,tarjeta,si,5.0,85.04,Ofertas interesantes y personal amable
300.0,2023-05-25,Arroz,abarrotes,13.0,28.55,"19,26",plin,si,3.0,299.67,Ofertas interesantes y personal amable
301.0,2023-05-27,Aceite,bebidas,4.0,28.05,24.96,plin,no,2.0,84.19,Excelente atención y encontré todo lo que necesitaba
302.0,2023-05-29,Gaseosa,limpieza,3.0,28.62,12.31,tarjeta,si,5.0,75.29,
303.0,2023-05-30,Arroz,bebidas,8.0,7.38,1.53,plin,si,3.0,58.14,Ofertas interesantes y personal amable
304.0,2023-06-01,Gaseosa,panaderia,13.0,31.67,14.9,efectivo,no,5.0,350.37,Excelente atención y encontré todo lo que necesitaba
,2023-06-03,Fideos,bebidas,,30.85,2.98,plin,si,3.0,389.1,Buenos precios y productos frescos
306.0,2023-06-04,Leche,bebidas,2.0,31.19,6.12,tarjeta,si,1.0,58.56,
307.0,2023-06-06,Aceite,lacteos,5.0,4.72,8.22,yape,si,4.0,21.66,Faltaban varios productos básicos
308.0,2023-06-08,Fideos,lacteos,3.0,20.94,18.28,efectivo,si,1.0,51.34,La compra fue rápida y ordenada
309.0,2023-06-10,Aceite,limpieza,5.0,19.29,,plin,no,4.0,92.01,
310.0,2023-06-11,Leche,panaderia,8.0,5.27,4.14,tarjeta,no,3.0,40.41,Excelente atención y encontré todo lo que necesitaba
311.0,2023-06-13,Atún,limpieza,4.0,,1.12,plin,si,,44.18,
312.0,2023-06-15,Atún,lacteos,1.0,20.68,21.83,efectivo,si,5.0,16.17,La compra fue rápida y ordenada
313.0,2023-06-16,Leche,,8.0,33.82,17.34,yape,,3.0,223.64,
314.0,2023-06-18,Huevos,panaderia,"1,00",11.81,1.0,efectivo,no,5.0,11.69,Excelente atención y encontré todo lo que necesitaba
315.0,2023-06-20,Huevos,panaderia,4.0,37.59,0.71,plin,si,1.0,149.29,La compra fue rápida y ordenada
316.0,2023-06-21,Atún,lacteos,1.0,25.24,13.97,tarjeta,si,1.0,21.71,Los precios no coincidían con la etiqueta
,2023-06-23,Pan,bebidas,2.0,34.58,-7.06,yape,no,5.0,64.28,Muy buena variedad de productos
318.0,2023-06-25,Pan,limpieza,7.0,22.06,,plin,si,3.0,131.38,Ofertas interesantes y personal amable
319.0,2023-06-27,Detergente,limpieza,12.0,23.21,10.87,yape,si,3.0,248.24,Muy buena variedad de productos
320.0,2023-06-28,Pan,lacteos,11.0,28.46,-23.08,efectivo,,1.0,240.81, MALA ATENCIÓN DEL PERSONAL 
321.0,2023-06-30,,,2.0,-41.87,7.2,efectivo,no,2.0,77.71,
322.0,2023-07-02,,lacteos,1.0,22.89,16.98,efectivo,,4.0,19.0,Excelente atención y encontré todo lo que necesitaba
323.0,2023-07-03,Atún,limpieza,5.0,24.5,1.35, PLIN ,no,5.0,120.85,Ofertas interesantes y personal amable
,2023-07-05,Detergente,panaderia,10.0,27.69,23.9,plin,si,5.0,210.72,La compra fue rápida y ordenada
325.0,2023-07-07,Detergente,panaderia,11.0,33.58,24.52,tarjeta,no,3.0,278.81, OFERTAS INTERESANTES Y PERSONAL AMABLE 
326.0,2023-07-09,Huevos,abarrotes,12.0,,18.48,plin,no,-3.0,45.29,Muy buena variedad de productos
327.0,2023-07-10,Huevos,bebidas,5.0,23.93,11.63,efectivo,si,1.0,105.73,Faltaban varios productos básicos
328.0,2023-07-12,Arroz,abarrotes,,22.45,,yape,si,-1.0,63.65,Mucha cola para pagar
329.0,2023-07-14,Leche,bebidas,,"41,59",20.31,tarjeta,si,3.0,33.14,Mucha cola para pagar
330.0,2023-07-15,Fideos,lacteos,3.0,22.97,18.41,efectivo,no,3.0,56.22,La compra fue rápida y ordenada
331.0,2023-07-17,Fideos,limpieza,"1,00",21.87,5.55,tarjeta,si,1.0,20.66,Mala atención del personal
332.0,2023-07-19,Aceite,bebidas,,43.36,11.28,tarjeta,si,3.0,500.1,Mala atención del personal
333.0,2023-07-20,Aceite,limpieza,4.0,21.1,11.57,tarjeta,no,4.0,,La compra fue rápida y ordenada
334.0,2023-07-22,Gaseosa,panaderia,12.0,,20.66,efectivo,si,,89.21,Buenos precios y productos frescos
335.0,2023-07-24,Azúcar,limpieza,8.0,10.94,17.1,tarjeta,no,"5,00",72.55,faltaban varios productos básicos
336.0,2023-07-26,Gaseosa,panaderia,8.0,5.64,,efectivo,si,2.0,,Había productos vencidos en el estante
337.0,2023-07-27,Detergente,bebidas,7.0,1.52,16.25,plin,si,2.0,8.91, FALTABAN VARIOS PRODUCTOS BÁSICOS 
338.0,2023-07-29,Aceite, LACTEOS ,12.0,20.29,6.76,tarjeta,no,5.0,227.02,Los precios no coincidían con la etiqueta
339.0,2023-07-31,Huevos,bebidas,1.0,34.96,9.29,efectivo,no,4.0,31.71,La compra fue rápida y ordenada
340.0,2023-08-01,Detergente,limpieza,2.0,"33,41",1.14,yape,,2.0,66.06,Muy buena variedad de productos
341.0,2023-08-03,Atún,limpieza,,2.9,19.67,plin,no,4.0,13.98, BUENOS PRECIOS Y PRODUCTOS FRESCOS 
,2023-08-05,Huevos,abarrotes,,26.29,10.82,tarjeta,no,1.0,140.67,Había productos vencidos en el estante
343.0,2023-08-07,Atún,abarrotes,8.0,,10.96,plin,si,3.0,58.48,Había productos vencidos en el estante
344.0,2023-08-08,,limpieza,-11.0,42.44,6.13,yape,,2.0,438.22,Había productos vencidos en el estante
345.0,2023-08-10,Detergente,abarrotes,9.0,-8.78,5.24,yape,si,5.0,74.88,Mala atención del personal
346.0,2023-08-12,Huevos,panaderia,"4,00",28.76,14.7,tarjeta,no,1.0,98.13,Buenos precios y productos frescos
347.0,2023-08-13,Detergente,panaderia,5.0,15.69,5.81,efectivo,si,,73.89,Los precios no coincidían con la etiqueta
348.0,2023-08-15,Detergente, BEBIDAS ,11.0,29.41,,tarjeta,si,2.0,318.3,Muy buena variedad de productos
349.0,2023-08-17,Leche,,3.0,19.43,19.19,plin,no,1.0,47.1,
350.0,2023-08-18,Leche,,,-34.54,9.41,plin,no,4.0,250.32,
351.0,2023-08-20,,abarrotes,-8.0,11.53,,plin,si,,83.47,La compra fue rápida y ordenada
352.0,2023-08-22,Arroz,lacteos,11.0,40.9,10.78,plin,no,1.0,401.4,
353.0,2023-08-24,Huevos,limpieza,11.0,23.26,,tarjeta,si,1.0,203.72,Los precios no coincidían con la etiqueta
354.0,2023-08-25,Azúcar,panaderia,7.0,34.39,8.02,tarjeta,no,1.0,"221,42",Buenos precios y productos frescos
355.0,2023-08-27,Detergente,lacteos,5.0,38.46,18.95,plin,no,3.0,155.86,Los precios no coincidían con la etiqueta
356.0,2023-08-29,Detergente,limpieza,6.0,44.95,-23.49,yape,no,-1.0,206.35,Buenos precios y productos frescos
357.0,2023-08-30,Leche,lacteos,6.0,11.24,-16.52,tarjeta,no,4.0,,
358.0,2023-09-01,Gaseosa,abarrotes,4.0,13.98,10.79,tarjeta,no,1.0,49.89,Buenos precios y productos frescos
359.0,2023-09-03,Arroz,abarrotes,9.0,12.39,18.69,plin,no,4.0,90.67,Ofertas interesantes y personal amable
360.0,2023-09-04,Pan,lacteos,3.0,12.93,"11,45",efectivo,no,5.0,34.35,Mala atención del personal
361.0,2023-09-06,Gaseosa,abarrotes,10.0,26.84,10.36,,si,4.0,-240.59,Excelente atención y encontré todo lo que necesitaba
362.0,2023-09-08,Gaseosa,abarrotes,11.0,44.72,13.13,yape,,5.0,427.33,Faltaban varios productos básicos
363.0,2023-09-10,Huevos,lacteos,"14,00",44.58,7.94,efectivo,no,5.0,574.56,Buenos precios y productos frescos
364.0,2023-09-11,Gaseosa,lacteos,2.0,24.41,2.61,efectivo, SI ,1.0,47.55,Excelente atención y encontré todo lo que necesitaba
365.0,2023-09-13,Leche,limpieza,11.0,29.3,10.37,plin,no,2.0,288.88,La compra fue rápida y ordenada
366.0,2023-09-15,Fideos,abarrotes,2.0,38.91,3.1,tarjeta,no,4.0,75.41,Excelente atención y encontré todo lo que necesitaba
367.0,2023-09-16,Azúcar,lacteos,5.0,42.08,10.26,yape,si,2.0,188.81,
368.0,2023-09-18,Aceite,limpieza,3.0,-10.37,13.92,tarjeta,si,4.0,26.78,Excelente atención y encontré todo lo que necesitaba
369.0,2023-09-20,Arroz,panaderia,3.0,24.49,23.27,efectivo,si,"4,00",56.37,Excelente atención y encontré todo lo que necesitaba
370.0,2023-09-22,Pan,bebidas,3.0,37.73,0.91,efectivo,no,5.0,112.16,Muy buena variedad de productos
371.0,2023-09-23,Aceite,panaderia,1.0,14.69,15.54,plin,,2.0,12.41,La compra fue rápida y ordenada
372.0,,Atún,lacteos,12.0,,11.44,efectivo,no,2.0,,Muy buena variedad de productos
,2023-09-27,Azúcar,limpieza,1.0,44.37,0.51,yape,,1.0,44.14,Excelente atención y encontré todo lo que necesitaba
374.0,2023-09-28,Aceite,limpieza,6.0,44.35,6.24,,si,2.0,249.5,Buenos precios y productos frescos
375.0,2023-09-30,Gaseosa,panaderia,10.0,40.92,-2.96,tarjeta,no,2.0,397.09,Ofertas interesantes y personal amable
376.0,2023-10-02,Arroz, PANADERIA ,14.0,36.23,5.42,plin,si,3.0,479.73,Muy buena variedad de productos
377.0,2023-10-03,Pan,panaderia,12.0,13.21,6.86,yape,si,3.0,147.65, BUENOS PRECIOS Y PRODUCTOS FRESCOS 
378.0,2023-10-05,Pan,bebidas,2.0,15.46,10.03,yape,si,5.0,,Los precios no coincidían con la etiqueta
379.0,2023-10-07,Aceite,limpieza,14.0,25.31,13.23,tarjeta,no,4.0,307.46,Buenos precios y productos frescos
380.0,2023-10-09,Huevos,limpieza,10.0,,0.02,tarjeta,si,4.0,258.85,Mucha cola para pagar
381.0,2023-10-10,Arroz,panaderia,"3,00",23.49,4.05,yape,si,1.0,67.62,Faltaban varios productos básicos
382.0,2023-10-12,Detergente, LACTEOS ,7.0,29.2,2.34,efectivo,si,3.0,199.62,
383.0,2023-10-14,Detergente,lacteos,13.0,,13.74,efectivo,si,4.0,215.98,
384.0,2023-10-15,Huevos,panaderia,6.0,34.09,8.23,yape,,2.0,187.71,La compra fue rápida y ordenada
385.0,2023-10-17,Arroz,lacteos,3.0,16.01,13.71,yape,no,,41.45,La compra fue rápida y ordenada
386.0,2023-10-19,Leche,lacteos,13.0,"15,88",5.55,efectivo,no,4.0,194.98,Excelente atención y encontré todo lo que necesitaba
387.0,2023-10-21,Arroz,limpieza,14.0,7.03,0.61,plin, NO ,4.0,97.82,Ofertas interesantes y personal amable
388.0,2023-10-22,Gaseosa,lacteos,14.0,9.71,23.53,yape,no,5.0,103.95,Excelente atención y encontré todo lo que necesitaba
389.0,2023-10-24,,panaderia,14.0,"38,50",2.71,efectivo,no,3.0,524.39, EXCELENTE ATENCIÓN Y ENCONTRÉ TODO LO QUE NECESITABA 
390.0,2023-10-26,Leche,panaderia,,20.91,3.17,plin,si,,263.21,Buenos precios y productos frescos
391.0,2023-10-27,Pan,lacteos,7.0,11.41,3.66,plin,no,2.0,76.95,
392.0,2023-10-29,,limpieza,3.0,34.53,24.53,tarjeta,no,4.0,78.18,
393.0,2023-10-31,Aceite,panaderia,9.0,25.6,15.44,tarjeta,no,3.0,"194,83",Faltaban varios productos básicos
394.0,2023-11-01,Fideos,bebidas,4.0,2.42,15.26,,si,3.0,8.2,Faltaban varios productos básicos
395.0,2023-11-03,Pan,lacteos,7.0,15.26,24.67,yape,si,1.0,80.47,Los precios no coincidían con la etiqueta
396.0,2023-11-05,Gaseosa,limpieza,10.0,9.2,2.21,efectivo,no,"3,00",89.97,La compra fue rápida y ordenada
397.0,2023-11-07,Arroz,bebidas,14.0,,24.36,tarjeta,no,2.0,-318.01,Ofertas interesantes y personal amable
398.0,2023-11-08,Leche,bebidas,5.0,13.46,5.1,efectivo,si,3.0,63.87,Buenos precios y productos frescos
399.0,2023-11-10,Huevos,abarrotes,4.0,4.33,15.58,efectivo,no,5.0,14.62,Muy buena variedad de productos
,2023-11-12,Aceite,lacteos,11.0,3.89,10.5,tarjeta,si,4.0,38.3,Buenos precios y productos frescos
401.0,2023-11-13,Detergente,panaderia,1.0,26.81,9.6,yape,no,3.0,24.24,Excelente atención y encontré todo lo que necesitaba
402.0,2023-11-15,Pan,lacteos,"8,00",2.44,23.28,plin,si,5.0,14.98,Los precios no coincidían con la etiqueta
403.0,,Aceite,lacteos,11.0,38.42,3.73,efectivo,si,5.0,406.86,Excelente atención y encontré todo lo que necesitaba
404.0,2023-11-18,Detergente,lacteos,8.0,8.26,24.93,efectivo,no,3.0,49.61,La compra fue rápida y ordenada
405.0,2023-11-20,Azúcar,abarrotes,6.0,27.89,9.48,tarjeta,no,4.0,151.48,Buenos precios y productos frescos
406.0,2023-11-22,,abarrotes,12.0,20.84,16.22,yape,si,2.0,209.52,Muy buena variedad de productos
407.0,2023-11-24,Azúcar,lacteos,6.0,20.76,24.2,plin,si,5.0,"94,42",Muy buena variedad de productos
408.0,2023-11-25,Leche,panaderia,10.0,"4,62",1.44,yape,no,2.0,45.53,Había productos vencidos en el estante
409.0,2023-11-27,Detergente,abarrotes,7.0,36.42,"23,07",yape,si,2.0,196.13,Muy buena variedad de productos
410.0,2023-11-29,Arroz,lacteos,1.0,40.35,14.2,efectivo,no,1.0,34.62,sin comentario
411.0,,Leche,abarrotes,8.0,1.98,17.61,efectivo,no,5.0,-13.05,La compra fue rápida y ordenada
412.0,2023-12-02,Huevos,limpieza,1.0,,3.73,efectivo,no,,8.92,La compra fue rápida y ordenada
413.0,2023-12-04,Huevos,lacteos,"14,00",-40.82,13.33,yape,si,5.0,495.3,Ofertas interesantes y personal amable
414.0,2023-12-06,Leche,bebidas,9.0,25.4,-16.84,tarjeta,si,1.0,190.1,Muy buena variedad de productos
415.0,2023-12-07,Arroz,limpieza,6.0,8.03,-11.41,efectivo,no,3.0,42.68,Buenos precios y productos frescos
416.0,2023-12-09,Atún,bebidas,7.0,10.32,3.87,yape,si,3.0,69.44,Excelente atención y encontré todo lo que necesitaba
,2023-12-11,Detergente,bebidas,9.0,30.21,6.1,plin,no,3.0,255.3,Excelente atención y encontré todo lo que necesitaba
418.0,2023-12-12,Leche,limpieza,4.0,33.03,21.36,,si,1.0,"103,90",Muy buena variedad de productos
419.0,2023-12-14,Huevos,panaderia,5.0,,0.86,plin,no,1.0,136.71,Excelente atención y encontré todo lo que necesitaba
420.0,2023-12-16,Fideos,limpieza,6.0,42.96,17.72,yape,si,2.0,,Buenos precios y productos frescos
421.0,2023-12-17,Detergente,panaderia,,22.99,24.98,yape,no,3.0,68.99,
422.0,2023-12-19,Atún,panaderia,,14.56,0.19,plin,no,4.0,159.86,Ofertas interesantes y personal amable
423.0,2023-12-21,Pan,limpieza,2.0,22.26,4.03,efectivo,si,3.0,42.73,Muy buena variedad de productos
,2023-12-23,Fideos,bebidas,12.0,-17.15,16.85,,si,2.0,,La compra fue rápida y ordenada
425.0,2023-12-24,Azúcar,lacteos,5.0,"11,26",1.5,plin,si,"2,00",55.46,Ofertas interesantes y personal amable
426.0,,Leche,panaderia,8.0,3.5,14.74,,si,4.0,23.87,Excelente atención y encontré todo lo que necesitaba
427.0,2023-12-28,Gaseosa,bebidas,3.0,16.82,17.1,yape,si,3.0,41.83,Excelente atención y encontré todo lo que necesitaba
428.0,2023-12-29,Gaseosa,panaderia,6.0,-32.45,14.7,plin,si,5.0,166.08,Muy buena variedad de productos
429.0,2023-12-31,Arroz,lacteos,11.0,2.3,9.13,plin,no,3.0,,La compra fue rápida y ordenada
430.0,2024-01-02,Pan,bebidas,-4.0,20.6,17.43,plin,no,3.0,68.04,Faltaban varios productos básicos
431.0,2024-01-04,Arroz,,2.0,,14.86,plin,si,1.0,50.25,Mala atención del personal
432.0,2024-01-05,Pan,,8.0,28.05,,plin,si,1.0,212.75,Excelente atención y encontré todo lo que necesitaba
433.0,2024-01-07,Gaseosa,abarrotes,3.0,35.28,14.08,tarjeta,si,5.0,90.94,Los precios no coincidían con la etiqueta
434.0,2024-01-09, LECHE ,limpieza,5.0,36.76,22.05,yape,no,2.0,143.27,Excelente atención y encontré todo lo que necesitaba
435.0,2024-01-10,,lacteos,7.0,32.46,16.67,tarjeta,si,,"189,34",Mala atención del personal
436.0,2024-01-12,Leche,abarrotes,8.0,5.97,11.79,plin,si,3.0,42.13,Buenos precios y productos frescos
437.0,2024-01-14,Fideos,limpieza,9.0,22.16,8.04,plin,si,1.0,183.41,Mucha cola para pagar
438.0,2024-01-15,Detergente,bebidas,10.0,27.75,"2,15",,no,3.0,271.53,Muy buena variedad de productos
439.0,2024-01-17,Arroz,lacteos,12.0,12.18,6.12,yape,si,"2,00",137.22,Ofertas interesantes y personal amable
440.0,2024-01-19, ACEITE ,panaderia,1.0,3.35,0.28,tarjeta,no,1.0,-3.34, BUENOS PRECIOS Y PRODUCTOS FRESCOS 
441.0,2024-01-21,Detergente,bebidas,6.0,11.23,24.67,efectivo,si,3.0,50.76,Muy buena variedad de productos
442.0,2024-01-22,Aceite,limpieza,1.0,21.29,5.56,yape,si,3.0,"20,11",Muy buena variedad de productos
443.0,2024-01-24,Leche,panaderia,1.0,19.51,20.37,yape,si,"1,00",15.54,La compra fue rápida y ordenada
444.0,2024-01-26,Azúcar,limpieza,3.0,9.19,,yape,si,3.0,26.41,Mala atención del personal
445.0,2024-01-27,,abarrotes,9.0,37.36,7.09,yape,no,4.0,312.4,La compra fue rápida y ordenada
446.0,2024-01-29,Atún,,13.0,,,plin,si,2.0,486.21,
447.0,2024-01-31,Aceite,panaderia,11.0,10.26,8.11,efectivo,si,5.0,103.71,Mala atención del personal
448.0,2024-02-02,Detergente,panaderia,10.0,41.94,19.96,tarjeta,si,4.0,335.69,Muy buena variedad de productos
449.0,2024-02-03,Fideos,bebidas,11.0,,23.94,yape,no,4.0,19.08,Muy buena variedad de productos
450.0,2024-02-05,Huevos,abarrotes,"3,00",41.74,21.88,plin, SI ,1.0,97.82,La compra fue rápida y ordenada
,2024-02-07,Detergente,lacteos,12.0,42.91,3.84,plin,no,4.0,495.15,La compra fue rápida y ordenada
452.0,2024-02-08,Detergente,abarrotes,13.0,-2.02,19.42,plin,no,2.0,21.16,Excelente atención y encontré todo lo que necesitaba
453.0,2024-02-10,Azúcar,abarrotes,2.0,34.69,3.7,plin,no,4.0,66.81,Mala atención del personal
454.0,2024-02-12,Arroz,lacteos,7.0,43.7,22.83,plin,no,5.0,236.06,Buenos precios y productos frescos
455.0,2024-02-13,Fideos,limpieza,12.0,40.91,12.95,yape,no,2.0,427.35,Muy buena variedad de productos
456.0,2024-02-15,Fideos,abarrotes,7.0,43.73,,efectivo,si,2.0,280.37,Muy buena variedad de productos
457.0,2024-02-17,Leche, PANADERIA ,12.0,25.44,3.93,yape,no,1.0,"293,28",Muy buena variedad de productos
458.0,2024-02-19,Atún,limpieza,14.0,4.9,,yape,no,4.0,68.39,Excelente atención y encontré todo lo que necesitaba
459.0,2024-02-20,Gaseosa,lacteos,7.0,38.47,6.2,efectivo,si,4.0,252.59,Muy buena variedad de productos
460.0,2024-02-22,Leche,limpieza,1.0,28.2,,plin,si,3.0,21.76,Ofertas interesantes y personal amable
461.0,2024-02-24,Pan,bebidas,"5,00",28.24,19.93,yape,,1.0,113.06,
462.0,2024-02-25,Leche,lacteos,,19.65,24.24,plin,no,2.0,59.55,Faltaban varios productos básicos
463.0,2024-02-27,,abarrotes,7.0,,2.52,efectivo,no,3.0,180.01,Mucha cola para pagar
464.0,2024-02-29,Azúcar,abarrotes,9.0,8.18,14.8,plin,si,5.0,,Mala atención del personal
,2024-03-01,Arroz,panaderia,7.0,33.68,6.43,tarjeta,si,1.0,220.6,faltaban varios productos básicos
